objectid,parentid,surname,title,creator,date,date_range,date_is_approximate?,publisher,description,subject,location,latitude,longitude,source,identifier,type,format,extension,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb
cairns_d2,,Cairns,Brief Biography of the Cairns Family,Helen Bryce,1900,1900-1914,,,Biography of the Cairns family written by Helen Bryce for the Meridian School District (Linder School) in 1977. The biography discusses the life of Charles and Floyd Cairns and their lives as farmers in Meridian.,biographies;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d2.pdf,/objects/small/col004_cairns_d2_sm.jpg,/objects/thumbs/col004_cairns_d2_th.jpg
cairns_d3,,Cairns,Oral History Program - Helen Cairns Bryce Interview,,2010,,,,Oral history questionnaire and brief interview with Helen Cairns.,biographies;genealogy;memoirs,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d3.pdf,/objects/small/col004_cairns_d3_sm.jpg,/objects/thumbs/col004_cairns_d3_th.jpg
cairns_d4,,Cairns,The Life of Charles A. Cairns,,1877,1877-1943,yes,,"Biography of Charles A. Cairns (Jul. 8, 1877-Nov. 9, 1943). Charles was a sheep herder, but found the time to manage a large cooperative fruit packing plant in Meridian. The family also became involved in several fruit packing plants in Meridian. Sadly, he was murdered in 1943 by two people he employed to assist with the sheep herding.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d4.pdf,/objects/small/col004_cairns_d4_sm.jpg,/objects/thumbs/col004_cairns_d4_th.jpg
cairns_d5,,Cairns,The Life of Susie Monlux Cairns,,1885,1885-1975,yes,,"Susie Monlux (May 27, 1885-Feb 12, 1975) married Charles Cairnes in 1912 and was active in the Meridian community. She was a charter member of the Occident Club and served as president three times. She also served on the Meridian School Board for several years.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d5.pdf,/objects/small/col004_cairns_d5_sm.jpg,/objects/thumbs/col004_cairns_d5_th.jpg
cairns_d6,,Cairns,Vernon Cairns Biography,,1908,1908-1990,yes,,"A brief biography on the life of Vernon Cairns (Jan. 5, 1908-Jul. 24, 1996). Vernon graduated from Meridian High School and then the University of Idaho.  He left his job as a civil engineer to enlist in the military during WWII.  After the war he resumed his job as an engineer but remained as an Active Reserve Colonel.  He lived with his wife, Feirbo, on the family land until his death.",biographies;military,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d6.pdf,/objects/small/col004_cairns_d6_sm.jpg,/objects/thumbs/col004_cairns_d6_th.jpg
cairns_d7,,Cairns,Meridian Honors Lt. C.N. Cairns,,1943-07-25,,,Meridian Times,"Meridian Times article honoring Lt. Charles Nelton Cairns. Lt. Cairns (brother of Vernon Cairns) died in a Japanese prison camp during WWII. Prior to enlisting in the Army, he worked as a civil engineer in Denver, CO.",obituaries;newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cairns_d7.pdf,/objects/small/col004_cairns_d7_sm.jpg,/objects/thumbs/col004_cairns_d7_th.jpg
casey_d1,,Casey,Biography of Matthew Casey,,1852,1852-1891,yes,History of Idaho,"Excerpt from the book ""History of Idaho"" discussing the contributions made by Matthew Casey (Apr. 29, 1852-unknown) and his wife, Sarah, to Meridian.  Matthew Casey left Illinois and arrived in Idaho in 1887. They settled in Meridian in 1893. The family had a one hundred and forty acre ranch off Ustick. They had nine children.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_casey_d1.pdf,/objects/small/col004_casey_d1_sm.jpg,/objects/thumbs/col004_casey_d1_th.jpg
casey_d2,,Casey,Brief Biography of the Casey Family,,1873,1873-1915,yes,History of Idaho,"Excerpt from the book ""History of Idaho"". William H. Casey (Nov. 11, 1873-unknown) is the eldest son of Matthew and Sarah Casey and worked with his father to clear the sage-covered land on the Casey homestead. He married Maud Davisson in 1986 and they had six children. William never left the homestead and was a well-respected farmer at the time.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_casey_d2.pdf,/objects/small/col004_casey_d2_sm.jpg,/objects/thumbs/col004_casey_d2_th.jpg
cato_d1,,Cato,John Cato Obituary,,1946-04-26,,,The Statesman Idaho Wire,"George Cato (Jan. 24, 1882-Apr. 25, 1946) was the Meridian Postmaster for 14 years and passed away after a lingering illness.",obituaries,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cato_d1.pdf,/objects/small/col004_cato_d1_sm.jpg,/objects/thumbs/col004_cato_d1_th.jpg
cato_d2,,Cato,Newspaper Article Clippings regarding land purchase,,1908,1908-1910,,ECN;Meridian Times,Short news clippings from the Meridian times regarding Casey family land transactions and room addition.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cato_d2.pdf,/objects/small/col004_cato_d2_sm.jpg,/objects/thumbs/col004_cato_d2_th.jpg
chriswisser_d1,,Chriswisser,Herb Chriswisser Biography,,1957-08-01,,,Meridian Times,"Meridian Times article discussing the life of Herbert Carl Chriswisser (Feb. 8, 1898-unknown). Mr. Chriswisser came to Meridian in 1937. He was a successful businessman and owned a furniture store as well as an ice cream parlor. He was active in community affairs, including the Lions club and the Masonic Lodge.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_chriswisser_d1.pdf,/objects/small/col004_chriswisser_d1_sm.jpg,/objects/thumbs/col004_chriswisser_d1_th.jpg
clopton_d1,,Clopton,Robert H. Clopton and Rosetta Rosilla Millet Clopton Ancestry,,1851,1851-1978,,,"Ancestry records of the Clopton family and a brief history of their days in Meridian, Idaho.  Robert Clopton (Oct 2, 1851-Aug. 28, 1943) arrived in Meridian and attempted a printing business which failed after three years.  He and his wife, Rosa, had three children.",biographies;genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_clopton_d1.pdf,/objects/small/col004_clopton_d1_sm.jpg,/objects/thumbs/col004_clopton_d1_th.jpg
cole_d1,,Cole,Biography of Orric Cole,,1843,1809-1904,,History of Idaho,"Excerpt from the ""History of Idaho"" book on the life of Orric Cole (Apr. 1843-unknown) and his family. Mr. Cole had many residences all over the country, but ultimately settled in Boise, Idaho.  He married Ella Bown in 1878.",biographies;odd fellows,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cole_d1.pdf,/objects/small/col004_cole_d1_sm.jpg,/objects/thumbs/col004_cole_d1_th.jpg
cole_d2,,Cole,Photocopy Portraits of Orric and Ella M. Cole,,1878,,,,"Photocopy portraits of Orric and Ella Cole, dressed in their finery.",portraits;men;women,"Boise, Idaho",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cole_d2.pdf,/objects/small/col004_cole_d2_sm.jpg,/objects/thumbs/col004_cole_d2_th.jpg
coleman_d1,,Coleman,Biography on Kenneth Earl Coleman,,1957-10-10,,,Meridian Times,"Meridian Times article on the life of Kenneth Earle Coleman (Jan. 28, 1920-Aug. 6, 1976) and family.  Kenneth was born in Boise, Idaho and his family lived on a ranch in Meridian. His father, Earl, was the deputy sheriff of Ada County.  Kenneth Coleman served in the military during WWI and returned to marry and start the Meridian Cigar store on Idaho Street.  Ken was a horseman and was active in the Methodist church in Meridian. He married his wife, Marion, in 1945 and they had two children.",biographies;military,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_coleman_d1.pdf,/objects/small/col004_coleman_d1_sm.jpg,/objects/thumbs/col004_coleman_d1_th.jpg
coleman_d4,,Coleman,The Family of Homer Coleman and Ida May Coleman,,1848,1848-1977,yes,,biographies;genealogy;memoirs,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_coleman_d4.pdf,/objects/small/col004_coleman_d4_sm.jpg,/objects/thumbs/col004_coleman_d4_th.jpg
compton_d1,,Compton,The Family of Dr. Frederick William and Olive Bessie Rose Compton,,1888,1888-1992,yes,,"Brief ancestral history of the Compton family. Dr. Frederick William married Olive Bessie Rose (Jul. 29, 1888-Jan. 6, 1975) on Feb. 26, 1912 in Emmett, Idaho.  Olive appears to be his second wife. They had four children: Marian Elizabeth (Apr. 17, 1913-May 15, 1963), Warren E. (Apr. 18, 1914-Mar. 30, 1972), Lois Virginia (Sep. 29, 1915-Nov. 21, 1989) and Marjorie Winifred (Sep. 15, 1919-Mar. 13, 1992).",genealogy;biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_compton_d1.pdf,/objects/small/col004_compton_d1_sm.jpg,/objects/thumbs/col004_compton_d1_th.jpg
compton_d4,,Compton,The Family of Frederick William and Martha Ellen Finnel Compton,,1848,1848-1987,yes,,"Brief ancestral history of the Compton family and Dr. Frederick William (Dec. 23, 1862-Jun. 10, 1943).  Dr. William married Martha Finnel on March 20, 1888 in Missouri. Martha appears to be his first wife.  He and Martha had 9 children: Henry Vickers (Dec. 23, 1889-May 4, 1965), Anna Peyton (Jan. 27, 1891-Jan. 16, 1940), Susan Marie (Feb. 13, 1892-Apr. 9, 1941), Ellen Jane (Dec. 6, 1893)-Jun. 9, 1978), Ellen Jane (Dec. 6, 1893-Jun. 9, 1978), Georgia (Nov. 11, 1895-Dec. 7, 1896), Frederick William, Jr. (Apr. 1, 1897-May 2, 1945), Ralph Edward (Mar. 21, 1899-Nov. 14, 1949), Bertha Lucretia (May 27, 1902-Apr 26, 1984), Frances Martha (Nov. 25, 1903-Apr. 16, 1987).",genealogy;biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_compton_d4.pdf,/objects/small/col004_compton_d4_sm.jpg,/objects/thumbs/col004_compton_d4_th.jpg
cornish_d1,,Cornish,Family of John B. Cornish and Margaret E. Cornish,,1858,1858-1971,yes,,"Brief ancestral history of the Cornish family. John B. Cornish was born on Feb. 2, 1858.  His wife was Margaret Elizabeth Stanaway Cornish, born Aug. 21, 1959.  They had 6 children and were residents of Meridian, Idaho.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cornish_d1.pdf,/objects/small/col004_cornish_d1_sm.jpg,/objects/thumbs/col004_cornish_d1_th.jpg
cox_d1,,Cox,The Family of Harmon Cox and Sarah E. Cox,,1837,1837-1951,yes,,"Brief ancestral history on the family of Harmon (Dec. 6, 1837-Mar. 25, 1922) and Sarah Cox (Dec. 5, 1854-Dec. 4, 1932).  The Cox family was quite prominent in Meridian history.  Harmon was responsible for planting many trees in Boise and was one of the reasons Boise is called the ""City of Trees."" Harmon and Sarah had eight children: Mary Belle (Apr. 11, 1873-Sep. 20, 1896), Alice Jane (Feb. 7, 1875-1957), Olive Hester (Dec. 23, 1876-Jul. 17, 1951), Cyrus Russell (Jun. 17, 1879-Sep. 5, 1896), Bessie Delia (Oct. 1, 1881-Nov. 5 1925), Susan Idaho (Mar. 22, 1884-Aug. 17, 1914), Alta Beatrice (Apr. 24, 1888-unknown), Alpha Burton (Oct. 30, 1890-Jan. 13, 1925).",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d1.pdf,/objects/small/col004_cox_d1_sm.jpg,/objects/thumbs/col004_cox_d1_th.jpg
cox_d2,,Cox,Resignation Letter to City Council Members from Herald Cox,,1979-02-20,,,,Herald Cox was the Meridian City Clerk for over 27 years.  The letter discusses his resignation and the fact that he left the city in good financial condition.,letters,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d2.pdf,/objects/small/col004_cox_d2_sm.jpg,/objects/thumbs/col004_cox_d2_th.jpg
cox_d3,,Cox,"""Herald Cox - the Man and the City are One""",,1979-02-14,,,Meridian Valley News,Meridian Valley News article discussing the career of Herald Cox.  Cox retired after almost 28 years serving the city of Meridian.,newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d3.pdf,/objects/small/col004_cox_d3_sm.jpg,/objects/thumbs/col004_cox_d3_th.jpg
cox_d4,,Cox,"""Cox Retires as Meridian City Clerk""",,1979,,,The Idaho Statesman,Idaho Statesman article discussing Cox's career and retirement as Meridian city clerk.  Cox served in the military during WWII and later became a Scout leader.,newspaper articles;military,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d4.pdf,/objects/small/col004_cox_d4_sm.jpg,/objects/thumbs/col004_cox_d4_th.jpg
cox_d5,,Cox,Biography of Herald Elton Johnston Cox,,1957-09-12,,,,"Biography on the life of Herald Cox (Feb. 16, 1914-Jun. 25, 2001). Mr. Cox was a prominent Meridian citizen and served the city for 28 years as city clerk. Mr. Cox's came to Meridian in 1946 after his military service. He served in many capacities, including Justice of the Peace, city clerk and Scout leader.  Meridian named him ""Man of the Year"" as proof of his commitment to the city.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d5.pdf,/objects/small/col004_cox_d5_sm.jpg,/objects/thumbs/col004_cox_d5_th.jpg
cox_d7,,Cox,Biography of Frank Leslie Cox,,1885,1885-1916,yes,History of Idaho,"Excerpt from the ""History of Idaho"" book on the life of Frank Leslie Cox (Aug. 16, 1885-unknown). Mr. Cox came to Idaho in 1901 from Oklahoma. He came to Meridian in 1917 where he operated a productive orchard and ranch. He married his wife, Emma Franz (Apr. 26, 1886-unknown), in 1913.",biographies,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d7.pdf,/objects/small/col004_cox_d7_sm.jpg,/objects/thumbs/col004_cox_d7_th.jpg
cox_d8,,Cox,1958 Meridian Dairy Show Booklet,,1958-06-05,,,,"Booklet titled ""The Desert Shall Bloom"".  The booklet was given to those attending the Dairy Show.  Herald Cox was a charter member the the Dairy Show Board.  The booklet contains a wealth of information on the city as well as photos of Mr Cox and other board members.",dairy days,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d8.pdf,/objects/small/col004_cox_d8_sm.jpg,/objects/thumbs/col004_cox_d8_th.jpg
cox_d9,,Cox,Christmas Scene Built at Cox Home,,1958,,,Meridian Times,Meridian Times article discussing the paper mache Christmas display at the Cox house in Meridian.,newspaper articles;christmas,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_d9.pdf,/objects/small/col004_cox_d9_sm.jpg,/objects/thumbs/col004_cox_d9_th.jpg
cox_ph1,,Cox,Portrait of Harmon and Sarah Cox,,1890,,yes,ISHU,"Portrait of Harmon Cox and his Wife, Sarah. Credit: ISHS",portraits,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph1.jpg,/objects/small/col004_cox_ph1_sm.jpg,/objects/thumbs/col004_cox_ph1_th.jpg
cox_ph2,,Cox,Herald Cox and his Nativity Scene at Christmas,,1968,,,Horton Studio,Image of Herald Cox standing in from of his paper-mache Nativity scene in 1968. Image courtesy of Horton Studio.,christmas,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph2.jpg,/objects/small/col004_cox_ph2_sm.jpg,/objects/thumbs/col004_cox_ph2_th.jpg
cox_ph3,,Cox,Nativity Scene at the Cox Home,,1968,,yes,Horton Studio,Image of the paper-mache Nativity Scene at the Cox home on Idaho Street.,christmas;houses,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph3.jpg,/objects/small/col004_cox_ph3_sm.jpg,/objects/thumbs/col004_cox_ph3_th.jpg
cox_ph4,,Cox,Nativity Scene at the Cox Home,,1951,,,,Image of the paper-mache Nativity Scene at the Cox home on Idaho Street.,christmas;houses,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph4.jpg,/objects/small/col004_cox_ph4_sm.jpg,/objects/thumbs/col004_cox_ph4_th.jpg
cox_ph5,,Cox,Dairy Show Board Members,,1958,,,Horton Studio,"Image of the eight Dairy Show board members, including Herald Cox.  Photo by Horton Studio.",christmas;houses,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph5.jpg,/objects/small/col004_cox_ph5_sm.jpg,/objects/thumbs/col004_cox_ph5_th.jpg
cox_ph6,,Cox,First Grade Meridian Classroom,,1952,,yes,Horton Studio,First grade classroom photo showing students and teacher. Photo courtesy of Horton Studio.,schools,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph6.jpg,/objects/small/col004_cox_ph6_sm.jpg,/objects/thumbs/col004_cox_ph6_th.jpg
cox_ph7,,Cox,Second Grade Meridian Classroom,,1953,,yes,Horton Studio,Second grade classroom photo showing students and teacher. Photo courtesy of Horton Studio.,schools,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph7.jpg,/objects/small/col004_cox_ph7_sm.jpg,/objects/thumbs/col004_cox_ph7_th.jpg
cox_ph8,,Cox,Third Grade Meridian Classroom,,1954,,yes,Horton Studio,"Third grade classroom photo showing students and teacher (Mrs. Francis Ellis). Students include Caroline Brooks, Bill Cox and Rosie Pitman. Photo courtesy of Horton Studio.",schools,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph8.jpg,/objects/small/col004_cox_ph8_sm.jpg,/objects/thumbs/col004_cox_ph8_th.jpg
cox_ph9,,Cox,Fourth Grade Meridian Classroom,,1956,,yes,Horton Studio,"Fourth grade classroom photo.  Photo courtesy of Horton Studio.  1st Row: Susan MacArthur, Fred Brumble, Rosemary Pitman, Rex Everist, Diana Norris, Arlin Potts, Karen, Gary Toll. 2nd Row: Peggy ?, Hal ?, Renee ?, Jay Thompson, Theresa Mitchell, Bobby Vincent, Bonita Frost, Wendell ?, Louise Moran, Gary Felt. 3rd Row: Marsha Rawlins, Carolyn Brooks, Jack Reinhardt, Lois Dopiralski, Robbie Ewart, Sandra Humphreys, Tommy Brown, Betty Rowley, Clarence ?, Jill Vandevert, Mrs. Dudgeon. 4th Row: Jerry Stone, Christine Rutledge, Gilbert Green, Polly Ambrose, Jimmy Grant, Joan Ridenbaugh, Billy Cox, Melinda Morgan, Cloyd ?",schools,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph9.jpg,/objects/small/col004_cox_ph9_sm.jpg,/objects/thumbs/col004_cox_ph9_th.jpg
cox_ph10,,Cox,Football Team - Fall 1959,,1959,,,Horton Studio,Football team - 1959.  Photo courtesy of Horton Studio.,football;sports,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph10.jpg,/objects/small/col004_cox_ph10_sm.jpg,/objects/thumbs/col004_cox_ph10_th.jpg
cox_ph11,,Cox,Teacher of the Year Dedication,,1976-03-21,,,Horton Studio,"Two teachers at a Masonic dinner are awarded the ""Teacher of the Year"" certificates.  L-R: Oma Jenkins, Helen Cox, Howard Jenkins",schools;masonic lodges,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph11.jpg,/objects/small/col004_cox_ph11_sm.jpg,/objects/thumbs/col004_cox_ph11_th.jpg
cox_ph12,,Cox,The Original Meridian City Hall,,1975-10-01,,,,Automobile parked in front of the original Meridian City Hall.,city halls,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph12.jpg,/objects/small/col004_cox_ph12_sm.jpg,/objects/thumbs/col004_cox_ph12_th.jpg
cox_ph13,,Cox,Dairy Show Pancake Feed Image,,1960-05,,,,"Harold Cox serves pancakes to children at the annual Dairy Days Pancake Feed event.  Dorothy Morgan, children are unknown. Servers L-R: George Judd, Roger Walker, Jack Creason, Herald Cox.",dairy days,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph13.jpg,/objects/small/col004_cox_ph13_sm.jpg,/objects/thumbs/col004_cox_ph13_th.jpg
cox_ph14,,Cox,Dairy Show Pancake Feed Article,,1960-05,,,,"Harold Cox serves pancakes to children at the Dairy Days Pancake Feed event.  Dorothy Morgan, children are unknown. Servers L-R: George Judd, Roger Walker, Jack Creason, Herald Cox.",dairy days;newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_cox_ph14.pdf,/objects/small/col004_cox_ph14_sm.jpg,/objects/thumbs/col004_cox_ph14_th.jpg
cox_ph15,,Cox,"Image of Verling Anson Cox at Succor Creek, Idaho",,1960,,yes,,"Verling Anson Cox looking pensively while sitting on rock grouping in Succor Creek, Idaho",rocks,"Succor Creek, Idaho",43.6211865,-116.9825323,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph15.jpg,/objects/small/col004_cox_ph15_sm.jpg,/objects/thumbs/col004_cox_ph15_th.jpg
cox_ph16,,Cox,Boy Scout Troop Leaders,,1956-08-11,,,,Group shot of Boy Scout Troop Leaders.  Adult leader training - Woodbadge Class.,boy scouts,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph16.jpg,/objects/small/col004_cox_ph16_sm.jpg,/objects/thumbs/col004_cox_ph16_th.jpg
cox_ph17,,Cox,Scout Troop Leaders,,1956-08-11,,,,Group shot of nine troop leaders. Herald J. Cox is third from right.  Adult leader training - Woodbadge Class.,boy scouts,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph17.jpg,/objects/small/col004_cox_ph17_sm.jpg,/objects/thumbs/col004_cox_ph17_th.jpg
cox_ph18,,Cox,Herald Cox at the Meridian Dairy Show,,1958-06-07,,,Meridian Times,Newspaper article showing an image of Herald Cox wearing a Dairy Show hat and vest.,dairy days;newspaper articles,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Image;StillImage,image/jpeg,jpg,eng,,,image,/objects/col004_cox_ph18.jpg,/objects/small/col004_cox_ph18_sm.jpg,/objects/thumbs/col004_cox_ph18_th.jpg
crawford_d1,,Crawford,Biography of Edward F. Crawford,,1856,1856-1912,yes,History of Idaho,"Excerpt from the ""History of Idaho"" book on the life of Edward F. Crawford (Nov. 16, 1862-Mar. 26, 1953). Mr. Crawford came to Idaho from Missouri in 1888 and in 1891 purchased a homestead of 160 acres.  He married Emma Stutzman in 1881.",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_crawford_d1.pdf,/objects/small/col004_crawford_d1_sm.jpg,/objects/thumbs/col004_crawford_d1_th.jpg
crawford_d2,,Crawford,The Family of Edward Crawford and Emma Crawford,,1825,1856-1984,yes,History of Idaho,"Brief family history of Edward F. Crawford (Nov. 16, 1862-Mar. 26, 1953) and Emma Crawford (Mar 22, 1863-Apr. 16, 1928).  The union produced 10 children: Roscoe Conklin (Nov. 23, 1881-Feb. 8, 1943), Nora May, (May 17, 1884-Jan. 17, 1928), Etta Belle (Mar. 4, 1886-Aug. 24, 1932), Birdie (Sep. 13, 1887-Dec. 21, 1975), Frank Blain (Nov. 25, 1889-May 15, 1962), Eugene Charles (Dec. 3, 1893-Oct. 13, 1984), Edward Franklin, Jr. (Oct. 7, 1897-unknown), Mamie Marie (Oct. 1898-Feb. 21, 1981), Edward Lincoln (Feb. 4, 1901-Jan. 3, 1962), Katherine (Apr. 21 1903-Jun. 4, 1971)",genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_crawford_d2.pdf,/objects/small/col004_crawford_d2_sm.jpg,/objects/thumbs/col004_crawford_d2_th.jpg
daly_d1,,Daly,Daly - Historical Settler Family,Nancy Brotzman,2009,1801-1977,yes,,"Detailed family history of the Daly and Howry families.  The Daly family ancestry can be traced back to Ireland, with the family immigrating to the colonies in 1765.  The original family name was O'Daly, but the ""o"" was dropped when they immigrated.  They came to Idaho from Missouri sometime after the Civil War.",genealogy;biographies;census,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d1.pdf,/objects/small/col004_daly_d1_sm.jpg,/objects/thumbs/col004_daly_d1_th.jpg
daly_d2,,Daly,Various Historical Documents for Daly Family,,1852,1852-1952,yes,,"Documentation includes a marriage certificate for John Daly and Sarah Young (Jan. 31, 1861), Daly/Clemens/Ellis/Crawford/Barbee/Holland genealogical paperwork.",genealogy;marriage licenses;legal,"Putnam, Missouri",,,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d2.pdf,/objects/small/col004_daly_d2_sm.jpg,/objects/thumbs/col004_daly_d2_th.jpg
daly_d3,,Daly,Letter to Sharon Lynn Daly from James Daly,James Daly,1940,,yes,,Personal letter from James Daly to Sharon Lynn Daly (granddaughter of James?). The letter discusses the family heritage and makes a mention of several family members freezing to death as part of the Donner party.,genealogy,"Meridian, Idaho",43.6094542,-116.3931117,"Meridian Library History Center, FC1",,Text,application/pdf,pdf,eng,,,pdf,/objects/col004_daly_d3.pdf,/objects/small/col004_daly_d3_sm.jpg,/objects/thumbs/col004_daly_d3_th.jpg
